Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
23,6,64,8907.940958,0,0.15,0.85,0,0.85,0,0,85,15,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6210,60,74,62.1,5.024183938,62.1,0.000112259,100,25.24242424,DDoS-HTTP_Flood
29.04,6,63.95,5288.759993,0.01,0.44,0.52,0,0.55,0,0,55,44,1,52,0.02,0.02,0.01,0,0,0,0,0.99,0.01,0,0,0,0,1,1,6644,60,74,66.44,6.878924041,66.44,0.00018909,100,47.31959596,DDoS-HTTP_Flood
33.28,6,70.68,2996.059831,0,0.64,0.32,0,0.36,0,0,36,64,0,32,0,0.04,0,0,0,0,0,1,0,0,0,0,0,1,1,6920,60,74,69.2,6.531972647,69.2,0.000333781,100,42.66666667,DDoS-HTTP_Flood
29.92,6,65.67,6871.402359,0,0.49,0.5,0,0.51,0,0,51,49,0,50,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6692,60,74,66.92,7.000259735,66.92,0.00014555,100,49.00363636,DDoS-HTTP_Flood
29.88,6,65.91,4308.877041,0,0.5,0.49,0,0.49,0,0,49,50,0,49,0,0,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,6870,60,230,68.7,17.73286625,68.7,0.000260339,100,314.4545455,DDoS-HTTP_Flood
27.72,6,63.85,7259.470031,0,0.38,0.61,0,0.62,0,0,62,38,0,61,0.01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6538,60,74,65.38,6.808758471,65.38,0.000137761,100,46.35919192,DDoS-HTTP_Flood
35.32,6,64,4767.338031,0,0.76,0.23,0.01,0.24,0,0,24,76,0,23,0.01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7081,60,77,70.81,5.945365736,70.81,0.000218401,100,35.34737374,DDoS-HTTP_Flood
25.44,6,63.75,5272.604307,0,0.26,0.72,0.01,0.75,0,0,75,26,0,72,0.02,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6387,60,77,63.87,6.295188158,63.87,0.000189669,100,39.62939394,DDoS-HTTP_Flood
20.04,6,64,1907.264724,0,0,0.97,0.01,0.99,0,0,99,0,0,97,0,0.02,0,0,0,0,0,0.99,0,0,0,0.01,0,1,1,6301,60,317,63.01,25.94146285,63.01,0.000524321,100,672.9594949,DDoS-HTTP_Flood
25,6,64,21556.78676,0,0.25,0.75,0,0.75,0,0,75,25,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6350,60,74,63.5,6.092717958,63.5,4.64E-05,100,37.12121212,DDoS-HTTP_Flood
32.6,6,64,7821.108376,0,0.63,0.37,0,0.37,0,0,37,63,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6882,60,74,68.82,6.793312219,68.82,0.000127871,100,46.14909091,DDoS-HTTP_Flood
40,6,64,10423.22068,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,9.59E-05,100,0,DDoS-HTTP_Flood
30.8,6,64,14407.47458,0,0.54,0.46,0,0.46,0,0,46,54,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6756,60,74,67.56,7.012715723,67.56,6.94E-05,100,49.17818182,DDoS-HTTP_Flood
28.16,6,63.57,3247.798177,0.01,0.39,0.58,0.01,0.61,0,0,61,39,1,58,0,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,6571,60,74,65.71,6.834693139,65.71,0.00030791,100,46.7130303,DDoS-HTTP_Flood
32.4,6,64,5601.891202,0,0.62,0.38,0,0.38,0,0,38,62,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6868,60,74,68.68,6.829644237,68.68,0.000178521,100,46.6440404,DDoS-HTTP_Flood
27.44,6,64,14736.50481,0.01,0.36,0.62,0,0.64,0,0,64,36,1,62,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,6516,60,74,65.16,6.716059451,65.16,6.81E-05,100,45.10545455,DDoS-HTTP_Flood
27,6,63.36,9540.097805,0,0.36,0.63,0,0.63,0,0,63,36,0,63,0,0,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,6504,60,74,65.04,6.753854119,65.04,0.000104821,100,45.61454545,DDoS-HTTP_Flood
28.84,6,66.56,6785.143005,0,0.49,0.41,0.01,0.42,0,0,42,49,0,41,0,0,0.08,0,0,0,0,0.91,0.09,0,0,0,0,1,1,8035,60,789,80.35,75.80682187,80.35,0.00014739,100,5746.674242,DDoS-HTTP_Flood
31.92,6,65.28,8533.854198,0,0.62,0.34,0,0.34,0,0,34,62,0,34,0,0,0.04,0,0,0,0,0.96,0.04,0,0,0,0,1,1,7118,60,164,71.18,14.85307165,71.18,0.00011718,100,220.6137374,DDoS-HTTP_Flood
35.72,6,64,6938.238603,0,0.78,0.21,0.01,0.22,0,0,22,78,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7821,60,789,78.21,72.0247285,78.21,0.000144138,100,5187.561515,DDoS-HTTP_Flood
31.6,6,64,9049.004336,0,0.58,0.42,0,0.42,0,0,42,58,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6812,60,74,68.12,6.944629492,68.12,0.000110521,100,48.22787879,DDoS-HTTP_Flood
27.24,6,64,6720.025635,0,0.36,0.64,0,0.64,0,0,64,36,0,64,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6508,60,78,65.08,6.818987158,65.08,0.000148818,100,46.49858586,DDoS-HTTP_Flood
31.48,6,65.56,3005.89382,0,0.56,0.4,0.03,0.46,0,0,46,56,0,40,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,8238,60,1202,82.38,115.2172984,82.38,0.000332692,100,13275.02586,DDoS-HTTP_Flood
39.68,6,65.91,9763.732017,0,0.99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7556,74,230,75.56,15.6,75.56,0.000102429,100,243.36,DDoS-HTTP_Flood
20.6,6,64,17614.98467,0,0.03,0.97,0,0.97,0,0,97,3,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6042,60,74,60.42,2.400252512,60.42,5.68E-05,100,5.761212121,DDoS-HTTP_Flood
35.24,6,63.36,3928.795968,0,0.74,0.2,0,0.25,0,0,25,74,0,20,0,0.06,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,14310,60,1514,143.1,316.1423251,143.1,0.00025454,100,99945.9697,DDoS-HTTP_Flood
32.8,6,67.62,5101.504555,0,0.64,0.34,0.01,0.36,0,0,36,64,0,34,0,0.02,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7448,60,442,74.48,40.99777772,74.48,0.00019603,100,1680.817778,DDoS-HTTP_Flood
21.2,6,63.36,34340.13427,0,0.07,0.92,0,0.92,0,0,92,7,0,92,0,0,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,6098,60,74,60.98,3.5900536,60.98,3.26E-05,100,12.88848485,DDoS-HTTP_Flood
39.88,6,63.95,2867.057207,0,0.97,0,0.01,0.03,0,0,3,97,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,7498,66,176,74.98,10.24348031,74.98,0.000348799,100,104.9288889,DDoS-HTTP_Flood
25.4,6,64,11042.58221,0,0.27,0.73,0,0.73,0,0,73,27,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6378,60,74,63.78,6.246744607,63.78,9.06E-05,100,39.02181818,DDoS-HTTP_Flood
25.4,6,64,8151.243781,0,0.27,0.73,0,0.73,0,0,73,27,0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6378,60,74,63.78,6.246744607,63.78,0.00012269,100,39.02181818,DDoS-HTTP_Flood
22.2,6,64,6982.825559,0,0.11,0.89,0,0.89,0,0,89,11,0,89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6154,60,74,61.54,4.402524528,61.54,0.00014323,100,19.38222222,DDoS-HTTP_Flood
39.52,6,72.35,2395.143818,0,0.94,0,0,0.06,0,0,6,94,0,0,0.01,0.05,0,0,0,0,0,1,0,0,0,0,0,1,1,7352,66,74,73.52,1.909466053,73.52,0.000417521,100,3.646060606,DDoS-HTTP_Flood
27.4,6,64,2812.779313,0,0.37,0.63,0,0.63,0,0,63,37,0,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6518,60,74,65.18,6.793312219,65.18,0.000355699,100,46.14909091,DDoS-HTTP_Flood
26,6,64,11442.96393,0,0.3,0.7,0,0.7,0,0,70,30,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6420,60,74,64.2,6.447926611,64.2,8.74E-05,100,41.57575758,DDoS-HTTP_Flood
24.4,6,64,50637.49849,0,0.22,0.78,0,0.78,0,0,78,22,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6308,60,74,63.08,5.828664799,63.08,1.98E-05,100,33.97333333,DDoS-HTTP_Flood
36.6,6,64,5796.760462,0,0.83,0.17,0,0.17,0,0,17,83,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7162,60,74,71.62,5.285352353,71.62,0.00017251,100,27.93494949,DDoS-HTTP_Flood
40,6,64,4685.378523,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.000213439,100,0,DDoS-HTTP_Flood
38.04,6,64,5833.280948,0,0.9,0.1,0,0.1,0,0,10,90,0,10,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,7264,60,78,72.64,4.253388429,72.64,0.000171442,100,18.09131313,DDoS-HTTP_Flood
32.68,6,65.91,7730.295993,0,0.64,0.35,0,0.35,0,0,35,64,0,35,0,0,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7066,60,230,70.66,17.43108798,70.66,0.00014375,100,303.8428283,DDoS-HTTP_Flood
33.4,6,65.7,6123.697312,0,0.67,0.33,0,0.34,0,0,34,67,0,33,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6938,60,74,69.38,6.616141877,69.38,0.0001633,100,43.77333333,DDoS-HTTP_Flood
31.6,6,64,6883.2428,0,0.58,0.42,0,0.42,0,0,42,58,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6812,60,74,68.12,6.944629492,68.12,0.00014529,100,48.22787879,DDoS-HTTP_Flood
40.04,6,64,6424.310746,0,0.99,0,0,0.01,0,0,1,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7404,74,78,74.04,0.4,74.04,0.000155668,100,0.16,DDoS-HTTP_Flood
24.96,6,64,6510.063947,0,0.23,0.75,0.01,0.77,0,0,77,23,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7069,60,789,70.69,72.81118448,70.69,0.00015362,100,5301.468586,DDoS-HTTP_Flood
31.4,6,64,4780.160467,0,0.57,0.43,0,0.43,0,0,43,57,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6798,60,74,67.98,6.965977927,67.98,0.00020921,100,48.52484848,DDoS-HTTP_Flood
37.44,6,64,8500.646521,0,0.86,0.12,0.01,0.14,0,0,14,86,0,12,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,7939,60,789,79.39,71.82581273,79.39,0.00011765,100,5158.947374,DDoS-HTTP_Flood
29.8,6,64,3674.314948,0,0.49,0.51,0,0.51,0,0,51,49,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6686,60,74,66.86,7.033857513,66.86,0.000272181,100,49.47515152,DDoS-HTTP_Flood
31,6,67.6,4170.988176,0,0.55,0.43,0,0.44,0,0,44,55,0,43,0,0.01,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,6808,60,92,68.08,7.324622926,68.08,0.000239761,100,53.65010101,DDoS-HTTP_Flood
31.84,6,64,5551.545955,0,0.58,0.4,0.02,0.42,0,0,42,58,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7098,60,203,70.98,20.15344169,70.98,0.00018013,100,406.1612121,DDoS-HTTP_Flood
36.04,6,64,7033.882274,0,0.79,0.19,0,0.21,0,0,21,79,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7118,60,74,71.18,5.556650397,71.18,0.000142179,100,30.87636364,DDoS-HTTP_Flood
28.6,6,64,33613.59192,0,0.43,0.57,0,0.57,0,0,57,43,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6602,60,74,66.02,6.965977927,66.02,2.97E-05,100,48.52484848,DDoS-HTTP_Flood
27.8,6,64,5714.62205,0,0.39,0.61,0,0.61,0,0,61,39,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6546,60,74,65.46,6.86289982,65.46,0.00017499,100,47.09939394,DDoS-HTTP_Flood
31.8,6,64,4971.910858,0,0.59,0.41,0,0.41,0,0,41,59,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6826,60,74,68.26,6.920354986,68.26,0.000201142,100,47.89131313,DDoS-HTTP_Flood
25.2,6,64,5637.58115,0,0.26,0.74,0,0.74,0,0,74,26,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6364,60,74,63.64,6.171816032,63.64,0.000181179,100,38.09131313,DDoS-HTTP_Flood
32.2,6,64,7803.937037,0,0.61,0.39,0,0.39,0,0,39,61,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6854,60,74,68.54,6.86289982,68.54,0.00012815,100,47.09939394,DDoS-HTTP_Flood
28.6,6,64,3037.017943,0,0.43,0.57,0,0.57,0,0,57,43,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6602,60,74,66.02,6.965977927,66.02,0.00032928,100,48.52484848,DDoS-HTTP_Flood
32.4,6,65.91,3331.218578,0,0.62,0.36,0.01,0.37,0,0,37,62,0,36,0,0.01,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7434,60,516,74.34,46.23440933,74.34,0.0003002,100,2137.620606,DDoS-HTTP_Flood
20.2,6,64,36298.60666,0,0.01,0.99,0,0.99,0,0,99,1,0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6014,60,74,60.14,1.4,60.14,2.77E-05,100,1.96,DDoS-HTTP_Flood
32.36,6,64,8690.336483,0,0.6,0.37,0,0.4,0,0,40,60,0,37,0,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,12650,60,2962,126.5,351.3231986,126.5,0.000115092,100,123427.9899,DDoS-HTTP_Flood
32.84,6,63.95,9859.902678,0,0.63,0.35,0,0.37,0,0,37,63,0,35,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,8342,60,1514,83.42,144.6573925,83.42,0.00010144,100,20925.76121,DDoS-HTTP_Flood
33.4,6,64,2374.398659,0,0.67,0.33,0,0.33,0,0,33,67,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6938,60,74,69.38,6.616141877,69.38,0.000421169,100,43.77333333,DDoS-HTTP_Flood
24.4,6,64,17863.30494,0,0.22,0.78,0,0.78,0,0,78,22,0,78,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6308,60,74,63.08,5.828664799,63.08,5.61E-05,100,33.97333333,DDoS-HTTP_Flood
37.92,6,65.67,10185.29383,0,0.89,0.1,0,0.11,0,0,11,89,0,10,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,7252,60,74,72.52,4.26988515,72.52,9.82E-05,100,18.23191919,DDoS-HTTP_Flood
29.08,6,70.68,5480.672686,0,0.43,0.53,0,0.57,0,0,57,43,0,53,0,0.04,0,0,0,0,0,1,0,0,0,0,0,1,1,6626,60,74,66.26,6.855831404,66.26,0.000209789,100,47.00242424,DDoS-HTTP_Flood
27.76,6,67.82,5875.362806,0,0.4,0.58,0,0.58,0,0,58,40,0,58,0,0,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,6734,60,199,67.34,15.24163622,67.34,0.000170212,100,232.3074747,DDoS-HTTP_Flood
35,6,64,1756.886925,0,0.75,0.25,0,0.25,0,0,25,75,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7050,60,74,70.5,6.092717958,70.5,0.000580568,100,37.12121212,DDoS-HTTP_Flood
26.2,6,64,18680.37233,0,0.31,0.69,0,0.69,0,0,69,31,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6434,60,74,64.34,6.507524782,64.34,5.35E-05,100,42.34787879,DDoS-HTTP_Flood
31.36,6,64.64,1767.377106,0,0.57,0.4,0,0.42,0,0,42,57,0,40,0,0,0,0,0,0,0,0.99,0,0,0,0.01,0,1,1,6840,60,98,68.4,7.434563018,68.4,0.000565829,100,55.27272727,DDoS-HTTP_Flood
29.8,6,64,12390.12171,0,0.49,0.51,0,0.51,0,0,51,49,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6686,60,74,66.86,7.033857513,66.86,8.07E-05,100,49.47515152,DDoS-HTTP_Flood
22.2,6,64.64,2969.376717,0,0.11,0.87,0.01,0.88,0,0,88,11,0,87,0,0.01,0.01,0,0,0,0,0.99,0.01,0,0,0,0,1,1,6366,60,246,63.66,19.09266081,63.66,0.000336771,100,364.529697,DDoS-HTTP_Flood
23.4,6,64,40583.49299,0,0.17,0.83,0,0.83,0,0,83,17,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6238,60,74,62.38,5.285352353,62.38,2.47E-05,100,27.93494949,DDoS-HTTP_Flood
28,6,64,65700.25063,0,0.4,0.6,0,0.6,0,0,60,40,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6560,60,74,65.6,6.893123495,65.6,1.52E-05,100,47.51515152,DDoS-HTTP_Flood
26.4,6,64,16020.41175,0,0.32,0.68,0,0.68,0,0,68,32,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6448,60,74,64.48,6.563566412,64.48,6.24E-05,100,43.08040404,DDoS-HTTP_Flood
37.6,6,63.95,9424.131578,0,0.88,0.1,0,0.11,0,0,11,88,0,10,0.01,0.01,0.01,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7248,60,74,72.48,4.274613811,72.48,0.00010613,100,18.27232323,DDoS-HTTP_Flood
34.8,6,64,4618.260295,0,0.74,0.26,0,0.26,0,0,26,74,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7036,60,74,70.36,6.171816032,70.36,0.000220301,100,38.09131313,DDoS-HTTP_Flood
20,6,64,41527.76238,0,0,1,0,1,0,0,100,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6000,60,60,60,0,60,0.000106759,100,0,DDoS-HTTP_Flood
29.6,6,64,39386.83444,0,0.48,0.52,0,0.52,0,0,52,48,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6672,60,74,66.72,7.029634242,66.72,2.54E-05,100,49.41575758,DDoS-HTTP_Flood
28.2,6,64,16742.39183,0,0.41,0.59,0,0.59,0,0,59,41,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6574,60,74,65.74,6.920354986,65.74,5.97E-05,100,47.89131313,DDoS-HTTP_Flood
31.28,6,64.64,10026.06492,0,0.57,0.42,0,0.42,0,0,42,57,0,42,0,0,0.01,0,0,0,0,0.99,0.01,0,0,0,0,1,1,6900,60,162,69,11.66709956,69,9.97E-05,100,136.1212121,DDoS-HTTP_Flood
40,6,64,9377.356466,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.000106652,100,0,DDoS-HTTP_Flood
38.76,6,67.42,4159.901614,0,0.94,0.05,0,0.07,0,0,7,94,0,5,0,0.04,0.01,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7346,60,82,73.46,3.251790494,73.46,0.0002404,100,10.57414141,DDoS-HTTP_Flood
27.8,6,64,17822.31665,0,0.39,0.61,0,0.61,0,0,61,39,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6546,60,74,65.46,6.86289982,65.46,5.61E-05,100,47.09939394,DDoS-HTTP_Flood
30,6,64,42213.20451,0,0.5,0.5,0,0.5,0,0,50,50,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6700,60,74,67,7.035264707,67,2.37E-05,100,49.49494949,DDoS-HTTP_Flood
28.12,6,63.95,7944.208951,0,0.4,0.59,0.01,0.6,0,0,60,40,0,59,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6640,60,140,66.4,10.12248223,66.4,0.00012589,100,102.4646465,DDoS-HTTP_Flood
30.4,6,63.85,4152.488441,0,0.52,0.48,0,0.49,0,0,49,52,0,48,0.01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6728,60,74,67.28,7.029634242,67.28,0.000240841,100,49.41575758,DDoS-HTTP_Flood
29,6,64,35827.31699,0,0.45,0.55,0,0.55,0,0,55,45,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6630,60,74,66.3,7,66.3,2.80E-05,100,49,DDoS-HTTP_Flood
32.64,6,64,9943.114525,0,0.59,0.34,0.01,0.41,0,0,41,59,0,34,0.02,0.05,0,0,0,0,0,1,0,0,0,0,0,1,1,14304,60,1514,143.04,316.7610679,143.04,0.0001124,100,100337.5741,DDoS-HTTP_Flood
31.8,6,64,3604.530689,0,0.59,0.41,0,0.41,0,0,41,59,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6826,60,74,68.26,6.920354986,68.26,0.000277438,100,47.89131313,DDoS-HTTP_Flood
25.6,6,64,22507.66837,0,0.28,0.72,0,0.72,0,0,72,28,0,72,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6392,60,74,63.92,6.317652038,63.92,5.23E-05,100,39.91272727,DDoS-HTTP_Flood
35,6,64,5405.100581,0,0.75,0.25,0,0.25,0,0,25,75,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7050,60,74,70.5,6.092717958,70.5,0.00018501,100,37.12121212,DDoS-HTTP_Flood
23.8,6,64,7182.88836,0,0.19,0.81,0,0.81,0,0,81,19,0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6266,60,74,62.66,5.519881422,62.66,0.00013931,100,30.46909091,DDoS-HTTP_Flood
30.32,6,76.38,1566.634669,0.02,0.48,0.38,0.01,0.48,0,0,48,48,2,38,0.05,0.05,0.02,0,0,0,0,0.96,0.04,0,0,0,0,1,1,7467,60,441,74.67,43.43392869,74.67,0.00063832,100,1886.506162,DDoS-HTTP_Flood
35.84,6,65.01,292.5293938,0.02,0.75,0.16,0.02,0.26,0,0,26,75,2,16,0.01,0.1,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7514,60,317,75.14,28.98554847,75.14,0.003418469,100,840.1620202,DDoS-HTTP_Flood
40,6,64,7327.575122,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.00013648,100,0,DDoS-HTTP_Flood
39.52,6,63.86,5688.580264,0,0.98,0,0,0.01,0,0,1,98,0,0,0,0.01,0,0,0,0,0,0.99,0,0,0,0.01,0,1,1,7416,66,98,74.16,2.537476676,74.16,0.0001758,100,6.438787879,DDoS-HTTP_Flood
40.04,6,65.7,14417.87494,0,1,0,0,0.01,0,0,1,100,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,7404,74,78,74.04,0.4,74.04,6.94E-05,100,0.16,DDoS-HTTP_Flood
36.96,6,66.33,265.4921884,0,0.81,0.13,0.01,0.19,0,0,19,81,0,13,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,13500,60,1514,135,287.8271788,135,0.003766601,100,82844.48485,DDoS-HTTP_Flood
39.6,6,63.36,6104.268603,0,0.99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,7386,60,74,73.86,1.4,73.86,0.000163829,100,1.96,DDoS-HTTP_Flood
40,6,64,6124.054958,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.0001633,100,0,DDoS-HTTP_Flood
40,6,67.42,948.1995913,0,1,0,0,0.02,0,0,2,100,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.00105464,100,0,DDoS-HTTP_Flood
39.92,6,64,3014.600418,0,0.99,0,0.01,0.01,0,0,1,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7502,74,176,75.02,10.2,75.02,0.000331731,100,104.04,DDoS-HTTP_Flood
40,6,64,432.9041074,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.00230999,100,0,DDoS-HTTP_Flood
40,6,64,13624.06289,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,7.34E-05,100,0,DDoS-HTTP_Flood
40,6,64,11418.04323,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,9.25E-05,100,0,DDoS-HTTP_Flood
40,6,64,14703.95793,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,6.80E-05,100,0,DDoS-HTTP_Flood
40,6,64,11047.23576,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,9.05E-05,100,0,DDoS-HTTP_Flood
40,6,64,7853.619444,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.00012748,100,0,DDoS-HTTP_Flood
40,6,64,19380.38998,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,5.16E-05,100,0,DDoS-HTTP_Flood
39.36,6,64.64,1242.528484,0,0.98,0,0,0,0,0,0,98,0,0,0,0,0.02,0,0,0,0,0.98,0.02,0,0,0,0,1,1,7408,70,86,74.08,1.268738338,74.08,0.00080482,100,1.60969697,DDoS-HTTP_Flood
38,6,65.06,166.4898551,0.04,0.81,0,0.04,0.22,0,0,22,81,4,0,0.1,0.11,0.02,0,0,0,0,0.98,0.02,0,0,0,0,1,1,8101,66,441,81.01,47.69018174,81.01,0.006006382,100,2274.353434,DDoS-HTTP_Flood
40,6,64,2253.572465,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7400,74,74,74,0,74,0.000443759,100,0,DDoS-HTTP_Flood
39.92,6,63.86,4783.977006,0,0.99,0,0,0.01,0,0,1,99,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,7392,66,74,73.92,0.8,73.92,0.000209041,100,0.64,DDoS-HTTP_Flood
39.6,6,63.36,432.8554106,0,0.99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,7386,60,74,73.86,1.4,73.86,0.00231025,100,1.96,DDoS-HTTP_Flood
